lanelet_or_way_id,role,index,latitude,longitude,x,y,local_x,local_y
14,right,0,35.6258195301,139.7814293276,0.0000,0.0000,89653.9564,43131.2322
14,right,1,35.6258096566,139.7814289463,-0.0345,-1.0979,89653.9083,43130.1375
14,right,2,35.6258035668,139.7814287119,-0.0557,-1.7750,89653.8787,43129.4623
14,right,3,35.6257932874,139.7814255529,-0.3412,-2.9181,89653.5785,43128.3257
14,right,4,35.6257845721,139.7814200611,-0.8375,-3.8872,89653.0692,43127.3652
14,right,5,35.6257793616,139.7814152174,-1.2753,-4.4665,89652.6234,43126.7927
14,right,6,35.6257701689,139.7814060226,-2.1064,-5.4887,89651.7781,43125.7834
14,right,7,35.6257631942,139.7813976510,-2.8630,-6.2643,89651.0104,43125.0192
14,right,8,35.6257586142,139.7813884756,-3.6924,-6.7735,89650.1732,43124.5215
14,right,9,35.6257566108,139.7813806260,-4.4018,-6.9963,89649.4596,43124.3081
14,right,10,35.6257554885,139.7813689621,-5.4560,-7.1211,89648.4018,43124.1967
14,right,11,35.6257575112,139.7813593840,-6.3218,-6.8962,89647.5372,43124.4318
1483,right,0,35.6257888402,139.7812422740,-16.9066,-3.4126,89636.9750,43128.0381
1483,right,1,35.6258057448,139.7812285355,-18.1483,-1.5329,89635.7541,43129.9285
1483,right,2,35.6258233742,139.7812142648,-19.4381,0.4274,89634.4860,43131.8999
1483,right,3,35.6258429016,139.7811977777,-20.9283,2.5988,89633.0198,43134.0843
1483,right,4,35.6258632879,139.7811819732,-22.3568,4.8656,89631.6166,43136.3632
1483,right,5,35.6258885498,139.7811619648,-24.1652,7.6746,89629.8394,43139.1876
1483,right,6,35.6259239004,139.7811335797,-26.7307,11.6054,89627.3175,43143.1404
1483,right,7,35.6259461607,139.7811152379,-28.3885,14.0807,89625.6871,43145.6300
1483,right,8,35.6259686618,139.7810982462,-29.9243,16.5827,89624.1793,43148.1448
1483,right,9,35.6259805015,139.7810892511,-30.7373,17.8992,89623.3810,43149.4681
1483,right,10,35.6259854412,139.7810851489,-31.1080,18.4485,89623.0163,43150.0206
1483,right,11,35.6259994800,139.7810734105,-32.1690,20.0095,89621.9726,43151.5909
1483,right,12,35.6260183242,139.7810587260,-33.4962,22.1049,89620.6687,43153.6975
1483,right,13,35.6260349015,139.7810447306,-34.7612,23.9482,89619.4241,43155.5519
2256,right,0,35.6262849587,139.7811087920,-28.9711,51.7533,89625.5691,43183.2153
2256,right,1,35.6262850469,139.7811089551,-28.9563,51.7631,89625.5840,43183.2249
2256,right,2,35.6262915804,139.7811213143,-27.8392,52.4896,89626.7122,43183.9357
2256,right,3,35.6262962701,139.7811285854,-27.1821,53.0111,89627.3771,43184.4477
2256,right,4,35.6263028478,139.7811384494,-26.2905,53.7425,89628.2794,43185.1662
2256,right,5,35.6263055937,139.7811493809,-25.3025,54.0478,89629.2731,43185.4585
2256,right,6,35.6263038287,139.7811626843,-24.1001,53.8515,89630.4754,43185.2478
2256,right,7,35.6262957047,139.7811739320,-23.0835,52.9482,89631.4828,43184.3341
2256,right,8,35.6262833057,139.7811819042,-22.3629,51.5695,89632.1877,43182.9499
2256,right,9,35.6262694197,139.7811902137,-21.6119,50.0254,89632.9211,43181.4004
2256,right,10,35.6262614403,139.7811954300,-21.1404,49.1382,89633.3825,43180.5095
2256,right,11,35.6262527258,139.7812033871,-20.4212,48.1692,89634.0911,43179.5340
2256,right,12,35.6262458147,139.7812139406,-19.4674,47.4007,89635.0373,43178.7556
2256,right,13,35.6262372815,139.7812284101,-18.1596,46.4518,89636.3359,43177.7929
2256,right,14,35.6262342721,139.7812411626,-17.0070,46.1172,89637.4866,43177.4448
2256,right,15,35.6262312252,139.7812545683,-15.7953,45.7784,89638.6964,43177.0918
2256,right,16,35.6262301602,139.7812710315,-14.3073,45.6600,89640.1858,43176.9552
2256,right,17,35.6262302458,139.7812863608,-12.9218,45.6695,89641.5741,43176.9475
2256,right,18,35.6262308923,139.7813015104,-11.5525,45.7414,89642.9469,43177.0022
2256,right,19,35.6262337121,139.7813183143,-10.0337,46.0549,89644.4725,43177.2961
2256,right,20,35.6262363133,139.7813332178,-8.6867,46.3442,89645.8257,43177.5679
2256,right,21,35.6262403885,139.7813508596,-7.0922,46.7973,89647.4289,43178.0001
2256,right,22,35.6262449368,139.7813676892,-5.5711,47.3031,89648.9592,43178.4857
2256,right,23,35.6262484756,139.7813777660,-4.6603,47.6966,89649.8766,43178.8669
2256,right,24,35.6262537965,139.7813902132,-3.5353,48.2882,89651.0111,43179.4431
2256,right,25,35.6262606436,139.7814039867,-2.2904,49.0496,89652.2678,43180.1871
2256,right,26,35.6262688479,139.7814171686,-1.0990,49.9619,89653.4728,43181.0823
2256,right,27,35.6262764226,139.7814288859,-0.0399,50.8041,89654.5443,43181.9093
2256,right,28,35.6262824361,139.7814374433,0.7335,51.4728,89655.3275,43182.5667
2256,right,29,35.6262879744,139.7814448219,1.4004,52.0886,89656.0033,43183.1727
2256,right,30,35.6262939909,139.7814539369,2.2243,52.7576,89656.8370,43183.8298
2256,right,31,35.6262986251,139.7814656182,3.2801,53.2729,89657.9012,43184.3307
2256,right,32,35.6262982829,139.7814752791,4.1532,53.2349,89658.7756,43184.2819
2256,right,33,35.6262906267,139.7814874120,5.2499,52.3835,89659.8638,43183.4191
2256,right,34,35.6262756418,139.7814908274,5.5585,50.7173,89660.1525,43181.7532
2256,right,35,35.6262692304,139.7814892871,5.4193,50.0044,89660.0042,43181.0438
2256,right,36,35.6262608434,139.7814772144,4.3282,49.0718,89658.8994,43180.1271
2256,right,37,35.6262551108,139.7814641727,3.1494,48.4344,89657.7105,43179.5059
2256,right,38,35.6262520738,139.7814560152,2.4121,48.0967,89656.9676,43179.1782
2256,right,39,35.6262475234,139.7814469144,1.5895,47.5907,89656.1372,43178.6837
2256,right,40,35.6262424176,139.7814379888,0.7828,47.0229,89655.3219,43178.1274
2256,right,41,35.6262360801,139.7814269086,-0.2186,46.3182,89654.3098,43177.4369
2256,right,42,35.6262302952,139.7814118160,-1.5828,45.6750,89652.9351,43176.8122
2256,right,43,35.6262271293,139.7813986747,-2.7705,45.3230,89651.7407,43176.4758
2256,right,44,35.6262257288,139.7813875837,-3.7730,45.1672,89650.7344,43176.3329
2256,right,45,35.6262244994,139.7813740717,-4.9942,45.0305,89649.5091,43176.2117
2256,right,46,35.6262233673,139.7813610022,-6.1755,44.9046,89648.3240,43176.1008
2256,right,47,35.6262220697,139.7813431582,-7.7883,44.7604,89646.7063,43175.9769
2256,right,48,35.6262206657,139.7813311054,-8.8776,44.6042,89645.6129,43175.8347
2256,right,49,35.6262172428,139.7813200970,-9.8726,44.2236,89644.6113,43175.4674
2256,right,50,35.6262129334,139.7813128068,-10.5315,43.7444,89643.9452,43174.9976
2256,right,51,35.6262071398,139.7813030049,-11.4175,43.1002,89643.0496,43174.3660
2256,right,52,35.6261892399,139.7812869809,-12.8658,41.1099,89641.5739,43172.3986
2256,right,53,35.6261669184,139.7812783221,-13.6484,38.6278,89640.7591,43169.9325
2256,right,54,35.6261559348,139.7812764029,-13.8218,37.4065,89640.5702,43168.7164
2256,right,55,35.6261466093,139.7812760939,-13.8498,36.3695,89640.5294,43167.6824
2256,right,56,35.6261340636,139.7812782223,-13.6574,34.9745,89640.7049,43166.2885
2256,right,57,35.6261218594,139.7812825529,-13.2660,33.6175,89641.0803,43164.9300
2256,right,58,35.6261140469,139.7812866237,-12.8981,32.7488,89641.4382,43164.0589
2256,right,59,35.6261068205,139.7812924899,-12.3678,31.9452,89641.9595,43163.2508
2256,right,60,35.6260994873,139.7812974202,-11.9222,31.1298,89642.3959,43162.4319
2256,right,61,35.6260915148,139.7813063511,-11.1150,30.2433,89643.1937,43161.5376
2256,right,62,35.6260830040,139.7813222238,-9.6804,29.2970,89644.6194,43160.5758
2256,right,63,35.6260661909,139.7813721831,-5.1649,27.4274,89649.1205,43158.6549
2256,right,64,35.6260619749,139.7813836641,-4.1272,26.9586,89650.1544,43158.1744
2263,right,0,35.6260619749,139.7813836641,-4.1272,26.9586,89650.1544,43158.1744
2263,right,1,35.6260514240,139.7814123927,-1.5306,25.7854,89652.7415,43156.9719
2263,right,2,35.6260431432,139.7814417373,1.1216,24.8646,89655.3875,43156.0205
2263,right,3,35.6260389408,139.7814643667,3.1670,24.3974,89657.4310,43155.5290
2263,right,4,35.6260384549,139.7814858499,5.1087,24.3433,89659.3758,43155.4510
2263,right,5,35.6260414313,139.7815026349,6.6258,24.6743,89660.8999,43155.7623
2263,right,6,35.6260469703,139.7815203361,8.2257,25.2902,89662.5105,43156.3568
2263,right,7,35.6260544248,139.7815364038,9.6779,26.1191,89663.9758,43157.1656
2263,right,8,35.6260654795,139.7815505209,10.9539,27.3483,89665.2694,43158.3759
2263,right,9,35.6260816433,139.7815650673,12.2686,29.1457,89666.6089,43160.1524
2263,right,10,35.6260956804,139.7815710746,12.8116,30.7065,89667.1722,43161.7026
2263,right,11,35.6261030615,139.7815738182,13.0595,31.5272,89667.4308,43162.5182
2263,right,12,35.6261100523,139.7815753244,13.1957,32.3046,89667.5768,43163.2919
2263,right,13,35.6261174702,139.7815746674,13.1363,33.1294,89667.5275,43164.1154
2263,right,14,35.6261233381,139.7815730092,12.9864,33.7819,89667.3854,43164.7681
2263,right,15,35.6261311755,139.7815712195,12.8247,34.6534,89667.2341,43165.6394
2263,right,16,35.6261378232,139.7815715195,12.8518,35.3926,89667.2704,43166.3764
2263,right,17,35.6261470117,139.7815770063,13.3477,36.4143,89667.7799,43167.3894
2263,right,18,35.6261512785,139.7815883741,14.3751,36.8887,89668.8152,43167.8499
2263,right,19,35.6261522493,139.7815986975,15.3082,36.9967,89669.7514,43167.9460
9118,right,0,35.6260349015,139.7810447306,-34.7612,23.9482,89619.4241,43155.5519
9118,right,1,35.6260722970,139.7810152863,-37.4224,28.1064,89616.8091,43159.7327
9118,right,2,35.6260835659,139.7810075301,-38.1235,29.3594,89616.1222,43160.9913
9118,right,3,35.6260918411,139.7810082890,-38.0549,30.2796,89616.2023,43161.9083
9118,right,4,35.6261016958,139.7810148356,-37.4632,31.3754,89616.8087,43162.9940
9118,right,5,35.6261053901,139.7810248637,-36.5568,31.7862,89617.7219,43163.3925
9118,right,6,35.6261010876,139.7810382089,-35.3506,31.3078,89618.9245,43162.9003
9123,right,0,35.6261010876,139.7810382089,-35.3506,31.3078,89618.9245,43162.9003
9123,right,1,35.6260944082,139.7810447593,-34.7586,30.5650,89619.5085,43162.1521
9123,right,2,35.6260868049,139.7810497257,-34.3097,29.7196,89619.9478,43161.3032
9123,right,3,35.6260638378,139.7810670867,-32.7406,27.1658,89621.4884,43158.7363
9123,right,4,35.6260454065,139.7810818567,-31.4056,25.1163,89622.8006,43156.6754
9123,right,5,35.6260312165,139.7810938888,-30.3181,23.5385,89623.8707,43155.0880
9123,right,6,35.6260132777,139.7811083190,-29.0139,21.5437,89625.1528,43153.0821
9123,right,7,35.6260008704,139.7811183353,-28.1085,20.1641,89626.0428,43151.6947
9123,right,8,35.6259827586,139.7811320635,-26.8677,18.1502,89627.2611,43149.6704
9123,right,9,35.6259671692,139.7811441743,-25.7731,16.4167,89628.3364,43147.9277
9123,right,10,35.6259534760,139.7811545182,-24.8382,14.8941,89629.2543,43146.3973
9123,right,11,35.6259425573,139.7811633811,-24.0372,13.6800,89630.0419,43145.1763
9123,right,12,35.6259249347,139.7811781432,-22.7029,11.7204,89631.3545,43143.2051
9123,right,13,35.6259127263,139.7811860727,-21.9862,10.3629,89632.0558,43141.8421
9123,right,14,35.6258965667,139.7811996542,-20.7587,8.5661,89633.2635,43140.0345
9128,right,0,35.6258965667,139.7811996542,-20.7587,8.5661,89633.2635,43140.0345
9128,right,1,35.6258857202,139.7812087910,-19.9329,7.3600,89634.0760,43138.8212
9128,right,2,35.6258666060,139.7812241455,-18.5451,5.2346,89635.4402,43136.6839
9128,right,3,35.6258476989,139.7812417882,-16.9505,3.1322,89637.0119,43134.5670
9128,right,4,35.6258410282,139.7812492891,-16.2725,2.3905,89637.6820,43133.8187
9128,right,5,35.6258346795,139.7812597368,-15.3282,1.6845,89638.6194,43133.1028
9128,right,6,35.6258296563,139.7812712764,-14.2852,1.1260,89639.6575,43132.5327
9128,right,7,35.6258267582,139.7812859442,-12.9595,0.8037,89640.9818,43132.1948
9128,right,8,35.6258252619,139.7813048685,-11.2490,0.6373,89642.6935,43132.0076
9128,right,9,35.6258280336,139.7813261012,-9.3300,0.9455,89644.6201,43132.2912
9128,right,10,35.6258331431,139.7813459965,-7.5318,1.5137,89646.4288,43132.8356
9128,right,11,35.6258461826,139.7813697788,-5.3822,2.9636,89648.6004,43134.2552
9128,right,12,35.6258567229,139.7813823267,-4.2481,4.1356,89649.7512,43135.4102
9128,right,13,35.6258711457,139.7813927684,-3.3044,5.7394,89650.7166,43136.9982
9128,right,14,35.6258880576,139.7813985653,-2.7804,7.6199,89651.2648,43138.8675
9134,right,0,35.6258880576,139.7813985653,-2.7804,7.6199,89651.2648,43138.8675
9134,right,1,35.6259097117,139.7814007754,-2.5807,10.0277,89651.4947,43141.2668
9134,right,2,35.6259204531,139.7813984513,-2.7907,11.2221,89651.2990,43142.4608
9134,right,3,35.6259325925,139.7813929688,-3.2862,12.5720,89650.8192,43143.8134
9134,right,4,35.6259469498,139.7813827684,-4.2082,14.1684,89649.9152,43145.4173
9134,right,5,35.6259571807,139.7813738298,-5.0161,15.3060,89649.1198,43146.5621
9134,right,6,35.6259728893,139.7813628060,-6.0125,17.0528,89648.1431,43148.3168
9134,right,7,35.6259861415,139.7813525362,-6.9407,18.5263,89647.2313,43149.7982
9134,right,8,35.6260009501,139.7813411385,-7.9708,20.1730,89646.2195,43151.4535
9134,right,9,35.6260165160,139.7813299181,-8.9850,21.9038,89645.2248,43153.1926
9134,right,10,35.6260342127,139.7813137326,-10.4479,23.8716,89643.7834,43155.1736
9134,right,11,35.6260470740,139.7813029773,-11.4200,25.3017,89642.8271,43156.6122
9134,right,12,35.6260662671,139.7812880181,-12.7720,27.4359,89641.4988,43158.7578
9134,right,13,35.6260789386,139.7812772977,-13.7410,28.8449,89640.5454,43160.1753
9134,right,14,35.6260992489,139.7812606617,-15.2446,31.1033,89639.0668,43162.4467
9134,right,15,35.6261155568,139.7812473032,-16.4520,32.9167,89637.8795,43164.2705
9134,right,16,35.6261318948,139.7812337919,-17.6732,34.7334,89636.6784,43166.0978
9134,right,17,35.6261622756,139.7812085863,-19.9513,38.1116,89634.4376,43169.4958
9134,right,18,35.6261707494,139.7811987699,-20.8386,39.0538,89633.5603,43170.4467
9134,right,19,35.6261766501,139.7811930519,-21.3554,39.7099,89633.0506,43171.1076
9134,right,20,35.6261869653,139.7811838911,-22.1834,40.8569,89632.2352,43172.2620
9134,right,21,35.6261967342,139.7811766004,-22.8423,41.9432,89631.5884,43173.3537
9134,right,22,35.6262040349,139.7811722106,-23.2391,42.7550,89631.2009,43174.1684
9134,right,23,35.6262118654,139.7811668818,-23.7207,43.6257,89630.7291,43175.0429
9134,right,24,35.6262188041,139.7811585220,-24.4763,44.3972,89629.9816,43175.8219
9145,right,0,35.6262188041,139.7811585220,-24.4763,44.3972,89629.9816,43175.8219
9145,right,1,35.6262248826,139.7811488988,-25.3461,45.0731,89629.1185,43176.5069
9145,right,2,35.6262269008,139.7811389618,-26.2442,45.2975,89628.2214,43176.7419
9145,right,3,35.6262270135,139.7811286241,-27.1786,45.3101,89627.2854,43176.7660
9145,right,4,35.6262267097,139.7811131248,-28.5794,45.2763,89625.8814,43176.7497
9145,right,5,35.6262306309,139.7810974619,-29.9951,45.7123,89624.4684,43177.2022
9145,right,6,35.6262419201,139.7810837931,-31.2305,46.9676,89623.2461,43178.4697
9145,right,7,35.6262484016,139.7810806767,-31.5122,47.6883,89622.9728,43179.1921
9145,right,8,35.6262592670,139.7810805350,-31.5250,48.8965,89622.9749,43180.3974
9145,right,9,35.6262729385,139.7810870260,-30.9383,50.4167,89623.5815,43181.9065
9145,right,10,35.6262773565,139.7810940880,-30.3000,50.9080,89624.2271,43182.3886
9145,right,11,35.6262815778,139.7811025644,-29.5339,51.3774,89625.0005,43182.8473
9145,right,12,35.6262849587,139.7811087920,-28.9711,51.7533,89625.5691,43183.2153
9151,right,0,35.6261522493,139.7815986975,15.3082,36.9967,89669.7514,43167.9460
9151,right,1,35.6261497312,139.7816085880,16.2021,36.7167,89670.6436,43167.6556
9151,right,2,35.6261428584,139.7816157176,16.8465,35.9525,89671.2798,43166.8853
9151,right,3,35.6261376692,139.7816194957,17.1880,35.3755,89671.6148,43166.3055
9151,right,4,35.6261317675,139.7816211058,17.3335,34.7192,89671.7525,43165.6491
9151,right,5,35.6261264694,139.7816234698,17.5472,34.1301,89671.9593,43165.0588
9151,right,6,35.6261178445,139.7816296808,18.1086,33.1710,89672.5099,43164.0952
9151,right,7,35.6261079593,139.7816391011,18.9600,32.0719,89673.3494,43162.9882
9151,right,8,35.6260994140,139.7816455162,19.5398,31.1217,89673.9186,43162.0332
9151,right,9,35.6260883626,139.7816548063,20.3795,29.8928,89674.7447,43160.7970
9151,right,10,35.6260782021,139.7816625092,21.0757,28.7630,89675.4283,43159.6614
9151,right,11,35.6260719664,139.7816683637,21.6049,28.0696,89675.9499,43158.9632
9151,right,12,35.6260604596,139.7816787075,22.5398,26.7901,89676.8708,43157.6753
9151,right,13,35.6260493595,139.7816838142,23.0014,25.5559,89677.3180,43156.4384
9151,right,14,35.6260419070,139.7816824707,22.8799,24.7272,89677.1861,43155.6133
9151,right,15,35.6260312310,139.7816759331,22.2890,23.5401,89676.5794,43154.4365
9151,right,16,35.6260273984,139.7816725515,21.9834,23.1139,89676.2679,43154.0152
9151,right,17,35.6260233830,139.7816646473,21.2690,22.6674,89675.5466,43153.5787
9151,right,18,35.6260197366,139.7816574708,20.6204,22.2619,89674.8917,43153.1823
9151,right,19,35.6260152926,139.7816487240,19.8298,21.7678,89674.0935,43152.6992
9151,right,20,35.6260083606,139.7816375204,18.8172,20.9970,89673.0694,43151.9429
9151,right,21,35.6260022471,139.7816276405,17.9242,20.3172,89672.1663,43151.2759
9151,right,22,35.6259975313,139.7816130607,16.6064,19.7928,89670.8395,43150.7692
9151,right,23,35.6259941229,139.7816015231,15.5636,19.4138,89669.7900,43150.4041
9151,right,24,35.6259913403,139.7815897309,14.4978,19.1044,89668.7183,43150.1087
9151,right,25,35.6259921923,139.7815766225,13.3130,19.1991,89667.5324,43150.2179
9151,right,26,35.6259941719,139.7815629581,12.0780,19.4193,89666.2977,43150.4528
9151,right,27,35.6259960908,139.7815523004,11.1147,19.6327,89665.3352,43150.6776
9151,right,28,35.6259981929,139.7815426338,10.2410,19.8664,89664.4627,43150.9216
9157,right,0,35.6259981929,139.7815426338,10.2410,19.8664,89664.4627,43150.9216
9157,right,1,35.6259998428,139.7815310438,9.1935,20.0498,89663.4154,43151.1176
9157,right,2,35.6260011531,139.7815202926,8.2217,20.1956,89662.4436,43151.2750
9157,right,3,35.6260012767,139.7815098665,7.2794,20.2093,89661.4996,43151.3004
9157,right,4,35.6259988743,139.7814977792,6.1869,19.9422,89660.4017,43151.0475
9157,right,5,35.6259928458,139.7814859711,5.1196,19.2718,89659.3241,43150.3921
9157,right,6,35.6259850660,139.7814704539,3.7171,18.4067,89657.9082,43149.5466
9157,right,7,35.6259759446,139.7814538726,2.2185,17.3925,89656.3941,43148.5535
9157,right,8,35.6259647953,139.7814403820,0.9991,16.1527,89655.1571,43147.3320
9163,right,0,35.6259647953,139.7814403820,0.9991,16.1527,89655.1571,43147.3320
9163,right,1,35.6259562115,139.7814333655,0.3650,15.1983,89654.5099,43146.3878
9163,right,2,35.6259482811,139.7814288104,-0.0467,14.3165,89654.0865,43145.5133
9163,right,3,35.6259367169,139.7814232382,-0.5504,13.0306,89653.5660,43144.2369
9163,right,4,35.6259231630,139.7814206148,-0.7875,11.5234,89653.3098,43142.7365
9163,right,5,35.6259112055,139.7814216200,-0.6966,10.1938,89653.3844,43141.4091
9163,right,6,35.6258920388,139.7814232316,-0.5510,8.0626,89653.5040,43139.2814
9163,right,7,35.6258786238,139.7814243594,-0.4490,6.5709,89653.5877,43137.7922
9163,right,8,35.6258636018,139.7814256221,-0.3349,4.9005,89653.6814,43136.1246
9163,right,9,35.6258458638,139.7814271137,-0.2001,2.9282,89653.7921,43134.1555
9163,right,10,35.6258290950,139.7814285232,-0.0727,1.0636,89653.8967,43132.2940
9163,right,11,35.6258195301,139.7814293276,0.0000,0.0000,89653.9564,43131.2322
9169,right,0,35.6257575112,139.7813593840,-6.3218,-6.8962,89647.5372,43124.4318
9169,right,1,35.6257589947,139.7813492608,-7.2367,-6.7312,89646.6225,43124.6077
9169,right,2,35.6257630654,139.7813287735,-9.0884,-6.2786,89644.7728,43125.0822
9169,right,3,35.6257678904,139.7812973712,-11.9267,-5.7421,89641.9357,43125.6526
9169,right,4,35.6257719856,139.7812758322,-13.8735,-5.2867,89639.9908,43126.1310
9169,right,5,35.6257780539,139.7812569102,-15.5837,-4.6119,89638.2856,43126.8253
9169,right,6,35.6257888402,139.7812422740,-16.9066,-3.4126,89636.9750,43128.0381
9177,right,0,35.6260431817,139.7817542232,29.3652,24.8689,89683.6856,43155.6742
9177,right,1,35.6260162407,139.7817501353,28.9957,21.8732,89683.2784,43152.6906
9177,right,2,35.6259772286,139.7817282422,27.0169,17.5353,89681.2422,43148.3881
9177,right,3,35.6259626190,139.7817346278,27.5941,15.9108,89681.8004,43146.7605
9177,right,4,35.6259521892,139.7817193584,26.2140,14.7510,89680.4033,43145.6208
9177,right,5,35.6259326453,139.7817330651,27.4528,12.5778,89681.6177,43143.4377
9177,right,6,35.6259047557,139.7817570488,29.6206,9.4767,89683.7513,43140.3174
9177,right,7,35.6258779040,139.7817777482,31.4915,6.4909,89685.5889,43137.3159
9201,right,0,35.6259145097,139.7817479276,28.7962,10.5612,89682.9387,43141.4095
9201,right,1,35.6257841057,139.7815059467,6.9251,-3.9390,89660.8462,43127.2171
